Restaurant_Name,Ranking,Price_Range,Cuisine_Type,Menu Items
Brasserie La Lorraine,4.2,De 31 € à 50 €,Française,"['celeri', 'sudouest', 'haddock', 'tourteau', 'belle', 'remoulade', 'les', 'rouge', 'tarte', 'ou', 'cafe', 'riso', 'huitres', 'poelee', 'saintjacques', 'saucisse', 'lundi', 'porc', 'sole', 'commander', 'francais', 'grosses', 'lorange', 'cadoret', 'entier', 'epice', 'mangue', 'buf', 'uf', 'portion', 'mareyeurs', 'mer', 'astara', 'caviar', 'legumes', 'gingembre', 'fraiche', 'demisel', 'tartare', 'fines', 'rhum', 'emulsion', 'cocotte', 'pleurotes', 'glaces', 'servi', 'cassis', 'madagascar', 'persillade', 'glacees', 'bourgogne', 'ravigote', 'butternut', 'midi', 'royal', 'artisanaux', 'salade', 'et', 'huitre', 'lorraine', 'riz', 'mascarpone', 'chutney', 'fricassee', 'veau', 'croutons', 'roche', 'cabillaud', 'cordon', 'dune', 'au', 'creme', 'claire', 'smith', 'duf', 'agrumes', 'grand', 'le', 'confite', 'bio', 'lecailler', 'poivre', 'chaud', 'brie', 'marnier', 'crevettes', 'sable', 'grille', 'framboise', 'citron', 'facon', 'soirs', 'amandes', 'carpaccio', 'langoustine', 'mini', 'repas', 'speciales', 'poitrine', 'sarawak', 'escargots', 'choix', 'dupuch', 'poire', 'feves', 'aux', 'confites', 'canard', 'vanille', 'assortiment', 'bretagne', 'granny', 'dete', 'desserts', 'de', 'blinis', 'parfums', 'demandez', 'accompagnes', 'courge', 'non', 'fouettee', 'raviole', 'chorizo', 'crustaces', 'bearnaise', 'moules', 'espresso', 'echine', 'dherbes', 'crepes', 'ananas', 'choucroute', 'gambas', 'champignons', 'bourguignonne', 'truffe', 'risotto', 'hors', 'env', 'disigny', 'ile', 'safrane', 'selon', 'aop', 'meuniere', 'langouste', 'supreme', 'micuit', 'tradition', 'chips', 'exotique', 'gillardeau', 'lobster', 'breton', 'the', 'tuile', 'balsamique', 'a', 'chateaubriand', 'veille', 'fondantes', 'palourdes', 'croute', 'jour', 'mariniere', 'maison', 'royale', 'mollet', 'zestes', 'pommes', 'grandmere', 'piece', 'votre', 'jura', 'dans', 'paris', 'nos', 'massaya', 'clam', 'limperatrice', 'mareyeur', 'menu', 'coco', 'caramel', 'roti', 'filet', 'pain', 'oursin', 'corse', 'bouillon', 'soupe', 'lassiette', 'graines', 'race', 'mimosa', 'tous', 'roses', 'letoile', 'parisbrest', 'anglaise', 'normande', 'tonka', 'iberique', 'noisettes', 'knack', 'nangis', 'crumble', 'bourbon', 'jarret', 'marine', 'cumin', 'cuits', 'dores', 'mayonnaise', 'dhotel', 'puree', 'charentemaritime', 'poissons', 'gras', 'sale', 'flambees', 'plancha', 'amiral', 'h', 'bar', 'en', 'debut', 'cur', 'cap', 'pochee', 'chocolat', 'frites', 'pave', 'dimanche', 'cremes', 'couteaux', 'vignots', 'kys', 'grillee', 'croustillante', 'coquillages', 'fruit', 'boissons', 'verte', 'cremeux', 'baeri', 'saumon', 'mouillette', 'nordique', 'coulis', 'coques', 'profiteroles', 'baba', 'entrees', 'rouille', 'bleu', 'moyennes', 'par', 'terre', 'six', 'dhiver', 'coriandre', 'vert', 'sauce', 'creuses', 'dorade', 'fish', 'g', 'la', 'pieces', 'decosse', 'pour', 'caramelisees', 'feries', 'grenade', 'ancelin', 'fumee', 'foie', 'langoustines', 'maitre', 'normandie', 'poireaux', 'jours', 'ufs', 'passion', 'deux', 'comprises', 'sorbets', 'sorbet', 'yuzu', 'grenaille', 'peche', 'souffle', 'tatihou', 'lait', 'cru', 'label', 'merlu', 'coupe', 'arrivage', 'gourmand', 'vin', 'poids', 'plats', 'roties', 'un', 'saison', 'saintvaast', 'jus', 'homard', 'gros', 'meringue', 'maquereau', 'tarama', 'praire', 'brulee', 'flottante', 'n', 'canadien', 'composition', 'du', 'fermiere', 'ceviche', 'francaise', 'rotis', 'rognons', 'bulots', 'prestige', 'samedi', 'blanc', 'romarin', 'pomme', 'parmesan', 'ferret', 'chablis', 'beluga', 'volaille', 'noix', 'decafeine', 'froid', 'fume', 'joel', 'beurre']"
Le Coq & Fils – Chef Antoine Westermann (anciennement Le Coq Rico),4.6,De 31 € à 50 €,Française contemporaine,"['pheasant', 'sauteed', 'on', 'seasoning', 'purple', 'elegant', 'chef', 'des', 'made', 'chics', 'sauce', 'herbs', 'pickles', 'goat', 'seeds', 'breed', 'although', 'ma', 'crispy', 'pieces', 'to', 'de', 'honey', 'braised', 'their', 'with', 'mushrooms', 'vegetable', 'quarter', 'candied', 'bresse', 'fowl', 'nutmeg', 'pepper', 'drizzled', 'firm', 'fricasse', 'dip', 'tasty', 'touch', 'espelette', 'terrine', 'vegetarian', 'choice', 'parsley', 'very', 'rennes', 'days', 'tartine', 'cromesquis', 'ground', 'must', 'dark', 'cooked', 'cheese', 'cream', 'garlic', 'gauloise', 'or', 'its', 'full', 'pr', 'then', 'dishes', 'schniederspaetle', 'region', 'juicy', 'close', 'squab', 'like', 'antoine', 'leek', 'broth', 'lightly', 'giblets', 'chicken', 'house', 'in', 'fries', 'spices', 'mild', 'seasonal', 'green', 'vinegar', 'crumble', 'delicate', 'empanadas', 'gers', 'but', 'nu', 'deviled', 'quail', 'mayonnaise', 'your', 'and', 'tender', 'try', 'skewers', 'shallots', 'signature', 'fricassee', 'confit', 'aromatic', 'croutons', 'shalots', 'eggs', 'meat', 'onions', 'hummus', 'fried', 'potatoes', 'cottage', 'organic', 'chives', 'person', 'jus', 'caramelized', 'a', 'taste', 'vinaigrette', 'sherry', 'included', 'grand', 'black', 'aoc', 'sour', 'lemon', 'skin', 'sides', 'horseradish', 'marinated', 'nigel', 'four', 'of', 'egg', 'liver', 'flavor', 'oil', 'stuffed', 'fresh', 'olive', 'cranberries', 'salad', 'vignes', 'westermanns', 'coucou', 'artichokes', 'vegetables', 'sesame', 'french', 'pure', 'kg', 'parmesan', 'reduction', 'pearl', 'options', 'chervil', 'wildness', 'mac', 'veggies', 'garnished', 'first', 'bourgueil', 'guinea', 'chicup', 'roasted', 'hollandaise', 'grise', 'cou', 'duxelle', 'so', 'poultry', 'cow']"
Exces,3.9,30 € ou moins,Bar à Vin,[]
Les Fous de l’Île,,De 31 € à 50 €,Française,"['ginger', 'finger', 'domicaine', 'cacao', 'salade', 'et', 'champpignons', 'grapefruit', 'and', 'beetroots', 'betterave', 'style', 'salad', 'salicorne', 'la', 'gras', 'fermier', 'veau', 'fondant', 'cream', 'dherbes', 'vin', 'scallops', 'farm', 'folles', 'jaune', 'au', 'samphire', 'chocolate', 'de', 'bar', 'with', 'crme', 'mushrooms', 'carpaccio', 'bergs', 'gingembre', 'citronella', 'pink', 'gel', 'pamplemousse', 'dominican', 'veal', 'citronnelle', 'berg', 'chocolat', 'saintjacques', 'colbert', 'cte', 'rpublique', 'rose', 'republic', 'wild', 'foie', 'weeds', 'nicolas', 'seabass', 'chop']"
CITRUS,4.5,De 31 € à 50 €,Méditerranée,[]
New Dehli Indien,4.3,30 € ou moins,Indienne,[]
Nectar,4,51 € et plus,Française,"['accompanied', 'offer', 'around', 'on', 'this', 'nonalcoholic', 'and', 'two', 'table', 'contains', 'tasting', 'the', 'menus', 'menu', 'alcool', 'food', 'based', 'designed', 'served', 'alcoholic', 'apis', 'with', 'beverage', 'pairing', 'pollen', 'accord', 'which', 'be', 'both', 'beverages', 'major', 'in', 'no', 'avec', 'courses', 'acts', 'by', 'sans', 'can', 'products', 'we', 'pairings', 'for', 'entire']"
Mersea Beaupassage,4.1,30 € ou moins,Poisson,[]
Yacatan Paris,1.5,51 € et plus,Mexicaine,[]
Villa Yora,3.8,30 € ou moins,Péruvienne,[]
La Bauhinia,4.3,51 € et plus,Française,"['fermented', 'chateau', 'on', 'droules', 'des', 'hint', 'pickles', 'les', 'cteaux', 'rouge', 'trs', 'tarte', 'amre', 'rafrachissant', 'personne', 'hairs', 'ou', 'ros', 'bright', 'fleurs', 'combines', 'quality', 'se', 'showy', 'gold', 'gustative', 'sallie', 'rhubarbe', 'choice', 'il', 'dlices', 'odeur', 'for', 'lorchide', 'tie', 'raisin', 'flowers', 'sprite', 'ceylan', 'crmeuse', 'an', 'cup', 'margaux', 'ponsardin', 'suprme', 'assiette', 'caviar', 'csar', 'rhubarb', 'beverage', 'uniquement', 'sucr', 'flavors', 'riche', 'reddishorange', 'dlicieuse', 'clatant', 'lettuce', 'in', 'carte', 'dlicate', 'muscat', 'servi', 'fois', 'your', 'salade', 'et', 'and', 'selection', 'charcuteries', 'prawns', 'got', 'saint', 'promesse', 'rooibos', 'fruits', 'fullbodied', 'sum', 'delightful', 'terreux', 'chateldon', 'dune', 'noir', 'naturels', 'au', 'aftertaste', 'person', 'natural', 'unique', 'fragrance', 'both', 'astonishing', 'duband', 'buds', 'soft', 'malt', 'after', 'roches', 'lgumes', 'yin', 'le', 'tannin', 'muscatel', 'fruity', 'horseradish', 'bio', 'ideal', 'orange', 'liqueur', 'slightly', 'laprsrepas', 'poivre', 'cold', 'chaud', 'bandol', 'tastes', 'salad', 'crevettes', 'mellow', 'pleasures', 'sud', 'framboise', 'rich', 'mise', 'from', 'fini', 'plate', 'zro', 'clans', 'mixed', 'jl', 'abeilles', 'sundays', 'piquant', 'breakfast', 'oriental', 'traditionnal', 'cors', 'finish', 'soleil', 'bernardins', 'poultry', 'badoit', 'this', 'traditionnelle', 'yellowish', 'hints', 'choix', 'poire', 'aux', 'gong', 'rougeorange', 'parisien', 'jasmin', 'assortiment', 'tatsunis', 'sweet', 'to', 'de', 'blinis', 'earl', 'finishes', 'touche', 'champagne', 'orchid', 'vegetable', 'pungent', 'pamplemousse', 'tempier', 'saturdays', 'smell', 'taiwan', 'lger', 'montredon', 'heavily', 'touch', 'lanka', 'tart', 'provence', 'armes', 'dim', 'meursault', 'very', 'guan', 'grey', 'saisons', 'anchovy', 'velvety', 'apaisante', 'oxyd', 'espresso', 'renewed', 'distincts', 'amricain', 'sa', 'dlicat', 'termine', 'full', 'exprience', 'english', 'dore', 'apaisant', 'citronn', 'sweettasting', 'bergamot', 'latte', 'malty', 'magnum', 'doux', 'offre', 'spices', 'lgers', 'lancienne', 'pape', 'grape', 'supreme', 'floral', 'they', 'croatie', 'arme', 'the', 'pear', 'club', 'narvaux', 'verveine', 'duvet', 'jauntre', 'finement', 'dumplings', 'daix', 'a', 'taste', 'forte', 'ctes', 'liquor', 'leaves', 'mesclun', 'masala', 'sucre', 'idale', 'of', 'naturel', 'slection', 'veuve', 'expresso', 'douceur', 'velout', 'ce', 'ballot', 'colombo', 'camomille', 'bourgeons', 'dun', 'is', 'childhood', 'platter', 'darnaud', 'chamomile', 'pommes', 'fortement', 'larriregot', 'san', 'apple', 'chateauneuf', 'beauty', 'note', 'fx', 'loire', 'rouges', 'soupon', 'votre', 'sparkle', 'accompagne', 'dans', 'meals', 'france', 'caesar', 'red', 'white', 'coupes', 'puer', 'mlang', 'mint', 'romaine', 'unfurled', 'grapefruit', 'finest', 'saumurchampigny', 'accompagn', 'pices', 'it', 'affins', 'sri', 'ferment', 'renouvele', 'every', 'bordeaux', 'infusion', 'clicquot', 'with', 'nuits', 'flan', 'hermitage', 'nutty', 'saveur', 'have', 'sweetness', 'lemony', 'complices', 'pice', 'tea', 'oldfashioned', 'douce', 'tanin', 'fraises', 'personnes', 'aromas', 'rput', 'fondu', 'veloute', 'two', 'cheese', 'special', 'spicy', 'delights', 'its', 'lclat', 'tomate', 'served', 'chocolate', 'disponible', 'one', 'parisbrest', 'tonka', 'traditionnel', 'strawberry', 'chaude', 'chicken', 'has', 'noisettes', 'afrique', 'domaine', 'cacahute', 'mei', 'perrier', 'double', 'delicate', 'tonnante', 'anchois', 'flavour', 'promise', 'millot', 'scottish', 'saintaix', 'barc', 'parisian', 'menthe', 'emmanuel', 'coriander', 'rhne', 'tomato', 'brew', 'sandwich', 'h', 'en', 'verbena', 'desclans', 'notes', 'schs', 'chocolat', 'venise', 'spcial', 'frites', 'offers', 'dimanche', 'pastry', 'light', 'experience', 'rock', 'feuilles', 'darjeeling', 'th', 'sweets', 'raspberry', 'yet', 'vgtariens', 'chopped', 'gr', 'aged', 'crozes', 'georges', 'sun', 'assez', 'beaumes', 'saumon', 'aroma', 'qui', 'twinge', 'mais', 'brillante', 'sancerre', 'comme', 'people', 'lenfance', 'coriandre', 'ptisserie', 'sauce', 'evian', 'g', 'american', 'la', 'dominant', 'offrent', 'peanut', 'chai', 'decosse', 'pour', 'dried', 'refreshing', 'boisson', 'arriregot', 'haute', 'lgre', 'season', 'hot', 'clestes', 'vegetarian', 'berries', 'smoked', 'offer', 'elles', 'salmon', 'sweety', 'biluo', 'orangina', 'lapsang', 'distinct', 'cocacola', 'noisette', 'deux', 'bergamote', 'angel', 'couleur', 'pellegrino', 'fries', 'avec', 'chaleureux', 'vif', 'smokiness', 'pavlova', 'pickels', 'raifort', 'onctueux', 'chine', 'high', 'cappuccino', 'une', 'fromages', 'warm', 'pm', 'bodied', 'coffee', 'linfusion', 'bouche', 'finely', 'earthy', 'creamy', 'un', 'colour', 'cuts', 'parfum', 'available', 'qualit', 'meilleures', 'golden', 'tasse', 'caf', 'brisk', 'flavor', 'refreshingly', 'florale', 'du', 'est', 'souchong', 'plaisirs', 'vieilli', 'give', 'brut', 'ont', 'oxidised', 'finale', 'mature', 'sucrs', 'fum', 'samedi', 'blended', 'renowned', 'french', 'blanc', 'that', 'pomme', 'bollinger', 'strong', 'son', 'volaille', 'soothing', 'smooth', 'inde', 'vacheron', 'peppermint']"
BON,4.2,De 31 € à 50 €,Fusion/Éclectique,[]
Le Trésor De Kashmir,,30 € ou moins,Indienne,[]
L'Orange Verte,1,30 € ou moins,Française,"['cantal', 'vert', 'sudouest', 'garnie', 'choix', 'pices', 'aux', 'la', 'canard', 'confits', 'ou', 'de', 'rti', 'pistache', 'dorange', 'pice', 'lorange', 'fromage', 'betterave', 'boucher', 'boules', 'uf', 'graines', 'entre', 'ssame', 'pav', 'croquants', 'truffe', 'tiramisu', 'sorbet', 'aneth', 'carte', 'cocotte', 'crumble', 'miel', 'cpes', 'et', 'exotique', 'coupe', 'chemise', 'gourmand', 'cabillaud', 'lail', 'au', 'dos', 'vgtariennes', 'en', 'glace', 'croustillant', 'jus', 'oignons', 'carr', 'parfum', 'chocolat', 'magret', 'makis', 'grand', 'lgumes', 'plateau', 'caf', 'four', 'chvre', 'du', 'poivre', 'marnier', 'ravioles', 'verte', 'citron', 'sphre', 'tagliatelles', 'trompettes', 'pommes', 'souffl', 'crme', 'romarin', 'parmesan', 'saumon', 'quatre', 'dagneau', 'dessert', 'volaille', 'gravlax', 'pistou', 'brle', 'fume', 'truite', 'beurre', 'plat']"
6six,1,De 31 € à 50 €,Vietnamienne,"['jb', 'des', 'brouilly', 'soyeux', 'ice', 'belle', 'les', 'rouge', 'trs', 'plein', 'ville', 'pleine', 'ou', 'ros', 'fracheur', 'rac', 'rosso', 'lectric', 'diablo', 'gold', 'quartier', 'vittel', 'ctertie', 'dne', 'viennois', 'vietnamien', 'margaux', 'tsing', 'girardin', 'vieilles', 'gingembre', 'louis', 'clairires', 'cardhu', 'suze', 'clatant', 'rhum', 'lilas', 'mre', 'granires', 'cassis', 'bourgogne', 'vietnamienne', 'long', 'royal', 'et', 'dentelle', 'sur', 'spumante', 'vgtales', 'fruits', 'castello', 'ptit', 'saigon', 'vosneromane', 'johnnie', 'gayanne', 'noir', 'dune', 'baron', 'au', 'chivas', 'feuillatte', 'minrale', 'gevreychambertin', 'mres', 'duf', 'myrtille', 'griotte', 'agrumes', 'japon', 'moi', 'grand', 'malt', 'saintnicolas', 'sour', 'le', 'single', 'poires', 'nicolas', 'gourmands', 'bio', 'chardonnay', 'aprol', 'reinette', 'orange', 'baileys', 'liqueur', 'hautes', 'complexit', 'arien', 'marnier', 'croquant', 'bois', 'vignes', 'nerthe', 'richarddca', 'framboise', 'citron', 'veloutes', 'luze', 'tquila', 'jack', 'bourgueil', 'cte', 'wood', 'mr', 'schweppes', 'aromatique', 'caressant', 'soda', 'brioch', 'curaao', 'menetousalon', 'magnien', 'poire', 'bulle', 'fleur', 'vanille', 'cerise', 'crozeshermitage', 'ma', 'mrs', 'de', 'glac', 'touche', 'champagne', 'pamplemousse', 'lger', 'provence', 'dorange', 'bien', 'moscow', 'pche', 'nez', 'chlonnaise', 'amricain', 'dpices', 'dlicat', 'exclusive', 'vie', 'philippe', 'ananas', 'gazeuse', 'velvet', 'lipton', 'cerises', 'lancienne', 'nikka', 'nep', 'blanche', 'pape', 'docg', 'di', 'grill', 'tao', 'millebuis', 'frais', 'mon', 'automne', 'saintemilion', 'patron', 'noyau', 'let', 'tenuta', 'jaune', 'miclo', 'daniels', 'tha', 'mule', 'enrobs', 'campari', 'regal', 'ctes', 'amricano', 'aoc', 'cornu', 'intgr', 'tranche', 'ginger', 'expresso', 'latour', 'get', 'velout', 'mojito', 'dorgeat', 'inspiration', 'gnreuse', 'groseille', 'maison', 'chassagnemontrachet', 'zestes', 'san', 'pure', 'texture', 'gin', 'satin', 'calvados', 'red', 'vincent', 'sans', 'anjou', 'maraschino', 'printemps', 'thalandaise', 'martini', 'sec', 'hennessy', 'pre', 'bordeaux', 'alcool', 'cisels', 'infusion', 'chenin', 'murs', 'nuits', 'pain', 'tonic', 'singha', 'triple', 'aniss', 'processo', 'pice', 'tea', 'zero', 'fraises', 'cassonade', 'tomate', 'tour', 'tout', 'fine', 'irish', 'race', 'porto', 'tequila', 'arienne', 'prosecco', 'roses', 'frdric', 'domaine', 'japonnaise', 'perrier', 'bourbon', 'hyper', 'joli', 'eau', 'da', 'dalcool', 'brun', 'gras', 'menthe', 'agneau', 'referts', 'rhne', 'rserve', 'lgance', 'sousbois', 'en', 'asahi', 'notes', 'chocolat', 'black', 'carafe', 'amaretto', 'paveil', 'violette', 'th', 'er', 'vodka', 'gaillard', 'fruit', 'doc', 'fond', 'fondus', 'classic', 'sirop', 'volume', 'crme', 'silex', 'whisky', 'cl', 'mais', 'sua', 'doranges', 'comme', 'six', 'structur', 'vert', 'pierre', 'scotch', 'wal', 'cognac', 'la', 'virgin', 'chteauneuf', 'honey', 'rmy', 'pouilly', 'lgant', 't', 'spritz', 'days', 'harmonieux', 'deutz', 'orangina', 'passion', 'corcelles', 'cocacola', 'noisette', 'saintemarguerite', 'bourgeois', 'pellegrino', 'armagnac', 'tanins', 'avec', 'bourguignon', 'vif', 'kir', 'pois', 'raffine', 'levque', 'bianco', 'cappuccino', 'cru', 'class', 'une', 'label', 'beer', 'ponctu', 'silver', 'tequilla', 'dionet', 'ple', 'vin', 'coffee', 'soyeuse', 'souple', 'martin', 'bouche', 'ron', 'chianti', 'un', 'jus', 'dacacia', 'perle', 'cabolan', 'rothschild', 'cranberry', 'superbe', 'ballantines', 'chinoise', 'caf', 'four', 'dagrumes', 'bellerose', 'apritis', 'ch', 'rond', 'du', 'brut', 'chteau', 'garrigue', 'poitout', 'grants', 'fum', 'french', 'blanc', 'albola', 'pomme', 'frache', 'citronnes', 'el', 'chablis', 'classico', 'c', 'grs', 'pulignymontrachet', 'whiskyblended']"
Paillettes,3.9,De 31 € à 50 €,Méditerranée,"['samoura', 'lagrange', 'merlot', 'especial', 'vert', 'jb', 'etatsunis', 'brsil', 'diamant', 'des', 'martini', 'saintjoseph', 'sec', 'evian', 'woodford', 'joao', 'scotch', 'marocaine', 'cachaa', 'rouge', 'les', 'la', 'presss', 'champigny', 'mditerrane', 'tarte', 'cognac', 'glantier', 'vanille', 'seagram', 'carme', 'bordeaux', 'my', 'bloody', 'crozeshermitage', 'infusion', 'chaudes', 'ros', 'mala', 'gascogne', 'miraval', 'vsop', 'day', 'de', 'chteauneuf', 'henri', 'dhibiscus', 'viognier', 'caillets', 'dtox', 'sont', 'grandmarnier', 'limonade', 'sapphire', 'champagne', 'gentiane', 'pamplemousse', 'nectar', 'mezcal', 'pain', 'accompagnes', 'boisson', 'suprieur', 'pouilly', 'real', 'benriach', 'tonic', 'athltes', 'boukha', 'provence', 'e', 'triple', 'dpice', 'allong', 'abricotine', 'limbourg', 'nature', 'chaumes', 'chinon', 'champs', 'camino', 'pisco', 'calle', 'ctertie', 'fiefs', 'grey', 'fumes', 'spritz', 'ay', 'days', 'sinards', 'ceylan', 'venezuela', 'lcombier', 'havana', 'salmon', 'germain', 'bulleit', 'saumur', 'mary', 'pessaclognan', 'pche', 'dolin', 'herbes', 'dartigalongue', 'deutz', 'minuty', 'tomate', 'limoncello', 'ecosse', 'cocacola', 'vie', 'goose', 'lavande', 'magnifica', 'pinot', 'porto', 'tequila', 'vritable', 'sencha', 'convite', 'armagnac', 'lorina', 'macon', 'amethistes', 'rhum', 'pierres', 'dananas', 'bouteilles', 'carupano', 'cha', 'avec', 'morgon', 'bourgoin', 'perrier', 'double', 'billecart', 'xviii', 'cibelle', 'mandatario', 'bourbon', 'nikka', 'lavander', 'bardouin', 'servi', 'pape', 'praa', 'prune', 'citadelle', 'eau', 'mexique', 'et', 'cru', 'exotique', 'villages', 'beer', 'saintjulien', 'secret', 'saint', 'coca', 'amthystes', 'coupe', 'verseau', 'menthe', 'guignier', 'vin', 'chateldon', 'noir', 'verveine', 'dune', 'pastis', 'vnezuela', 'condrieu', 'paillettes', 'dsert', 'daniels', 'maria', 'glace', 'un', 'jus', 'igp', 'duf', 'campari', 'japon', 'agrumes', 'negroni', 'chocolat', 'mulsion', 'alexandrins', 'zenat', 'ctes', 'cranberry', 'amricano', 'canada', 'soft', 'germine', 'cosmo', 'sour', 'le', 'michel', 'blancs', 'berto', 'amaretto', 'aromatiques', 'diplomatico', 'pays', 'collet', 'vermouth', 'bio', 'expresso', 'th', 'ginger', 'get', 'orange', 'er', 'raspberry', 'du', 'baileys', 'bitter', 'vodka', 'mojito', 'chaud', 'vouvray', 'cabanon', 'lautre', 'whiskey', 'doc', 'cointreau', 'canon', 'capirinha', 'brut', 'verte', 'chteau', 'framboise', 'citron', 'maison', 'blended', 'fum', 'merlet', 'sirop', 'french', 'blanc', 'tquila', 'jack', 'demainson', 'charmeuses', 'genepy', 'pomme', 'coperies', 'zro', 'fx', 'mirmanda', 'wasabi', 'whisky', 'hibiscus', 'gin', 'm', 'france', 'votre', 'convenance', 'funny', 'goyave', 'basilic', 'toutes', 'dcafin', 'life', 'classique', 'belvedere', 'plo', 'prou', 'nuage', 'vincent', 'by', 'luc', 'studio', 'nos', 'poirecassis', 'little', 'bombay', 'manhattan', 'dhiver', 'cuba']"
Maison Milie,4.8,30 € ou moins,Européenne,[]
Le Théo,,30 € ou moins,Européenne,[]
Les Bascules,,De 31 € à 50 €,Méditerranée,[]
Les Filaos,5,De 31 € à 50 €,Mauricienne,[]
Beach Paris,1,De 31 € à 50 €,Française,[]
S69 francoviet,,30 € ou moins,Vietnamienne,[]
LE CERCLE - RESTAURANT / BRASSERIE,,30 € ou moins,Française - Traditionnelle,[]
Le Théo,,30 € ou moins,Européenne,[]
Les Bascules,,De 31 € à 50 €,Méditerranée,[]
Les Filaos,5,De 31 € à 50 €,Mauricienne,[]
Beach Paris,1,De 31 € à 50 €,Française,[]
S69 francoviet,,30 € ou moins,Vietnamienne,[]
LE CERCLE - RESTAURANT / BRASSERIE,,30 € ou moins,Française - Traditionnelle,[]
Le Théo,,30 € ou moins,Européenne,[]
Les Bascules,,De 31 € à 50 €,Méditerranée,[]
Les Filaos,5,De 31 € à 50 €,Mauricienne,[]
Beach Paris,1,De 31 € à 50 €,Française,[]
S69 francoviet,,30 € ou moins,Vietnamienne,[]
LE CERCLE - RESTAURANT / BRASSERIE,,30 € ou moins,Française - Traditionnelle,[]
Le Théo,,30 € ou moins,Européenne,[]
Les Bascules,,De 31 € à 50 €,Méditerranée,[]
Les Filaos,5,De 31 € à 50 €,Mauricienne,[]
Beach Paris,1,De 31 € à 50 €,Française,[]
S69 francoviet,,30 € ou moins,Vietnamienne,[]
LE CERCLE - RESTAURANT / BRASSERIE,,30 € ou moins,Française - Traditionnelle,[]
Le Théo,,30 € ou moins,Européenne,[]
Les Bascules,,De 31 € à 50 €,Méditerranée,[]
Les Filaos,5,De 31 € à 50 €,Mauricienne,[]
Beach Paris,1,De 31 € à 50 €,Française,[]
S69 francoviet,,30 € ou moins,Vietnamienne,[]
LE CERCLE - RESTAURANT / BRASSERIE,,30 € ou moins,Française - Traditionnelle,[]
Le Théo,,30 € ou moins,Européenne,[]
Les Bascules,,De 31 € à 50 €,Méditerranée,[]
Les Filaos,5,De 31 € à 50 €,Mauricienne,[]
Beach Paris,1,De 31 € à 50 €,Française,[]
S69 francoviet,,30 € ou moins,Vietnamienne,[]
LE CERCLE - RESTAURANT / BRASSERIE,,30 € ou moins,Française - Traditionnelle,[]
Le Théo,,30 € ou moins,Européenne,[]
Les Bascules,,De 31 € à 50 €,Méditerranée,[]
Les Filaos,5,De 31 € à 50 €,Mauricienne,[]
Beach Paris,1,De 31 € à 50 €,Française,[]
S69 francoviet,,30 € ou moins,Vietnamienne,[]
LE CERCLE - RESTAURANT / BRASSERIE,,30 € ou moins,Française - Traditionnelle,[]
Le Théo,,30 € ou moins,Européenne,[]
Les Bascules,,De 31 € à 50 €,Méditerranée,[]
Les Filaos,5,De 31 € à 50 €,Mauricienne,[]
Beach Paris,1,De 31 € à 50 €,Française,[]
S69 francoviet,,30 € ou moins,Vietnamienne,[]
LE CERCLE - RESTAURANT / BRASSERIE,,30 € ou moins,Française - Traditionnelle,[]
